fips,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,state,state_name,county_name
39075,0,1,0,0,0,0,0,0,OH,Ohio,Holmes
39077,0,0,0,0,0,0,0,0,OH,Ohio,Huron
39079,0,0,1,0,0,0,0,0,OH,Ohio,Jackson
39081,1,0,0,1,0,0,0,0,OH,Ohio,Jefferson
39083,1,1,0,0,0,0,0,0,OH,Ohio,Knox
39085,0,0,2,2,1,4,1,1,OH,Ohio,Lake
39087,1,0,0,0,0,0,0,0,OH,Ohio,Lawrence
39089,0,1,0,4,0,0,0,0,OH,Ohio,Licking
39091,0,0,0,0,0,0,0,1,OH,Ohio,Logan
39093,1,0,2,3,3,1,0,1,OH,Ohio,Lorain
39095,2,4,3,2,6,1,9,7,OH,Ohio,Lucas
39097,1,0,0,0,0,1,0,0,OH,Ohio,Madison
39099,1,0,3,1,1,4,0,3,OH,Ohio,Mahoning
39101,0,1,1,1,1,0,0,0,OH,Ohio,Marion
39103,0,0,0,0,0,1,1,0,OH,Ohio,Medina
39105,0,0,0,0,0,0,0,0,OH,Ohio,Meigs
39107,0,1,0,0,0,0,1,0,OH,Ohio,Mercer
39109,0,1,0,0,0,0,0,3,OH,Ohio,Miami
39111,0,0,0,0,0,0,0,0,OH,Ohio,Monroe
39113,8,2,9,12,14,10,8,11,OH,Ohio,Montgomery
39115,0,0,0,0,0,0,0,0,OH,Ohio,Morgan
39117,0,1,0,0,0,0,0,0,OH,Ohio,Morrow
39119,0,1,0,0,0,1,0,0,OH,Ohio,Muskingum
39121,0,0,0,0,1,0,0,0,OH,Ohio,Noble
39123,0,0,0,0,0,0,0,0,OH,Ohio,Ottawa
39125,0,0,0,0,1,0,0,0,OH,Ohio,Paulding
39127,0,0,0,1,0,0,0,0,OH,Ohio,Perry
39129,0,1,1,0,2,2,0,0,OH,Ohio,Pickaway
39131,0,2,0,0,2,1,1,0,OH,Ohio,Pike
39133,0,2,1,1,0,0,0,2,OH,Ohio,Portage
39135,0,0,0,0,0,0,0,0,OH,Ohio,Preble
39137,0,0,0,0,0,0,0,0,OH,Ohio,Putnam
39139,2,1,0,2,0,2,1,5,OH,Ohio,Richland
39141,0,0,2,0,0,0,0,0,OH,Ohio,Ross
39143,1,0,0,0,0,1,0,1,OH,Ohio,Sandusky
39145,0,0,0,0,0,0,0,0,OH,Ohio,Scioto
39147,0,1,0,1,0,0,0,0,OH,Ohio,Seneca
39149,0,0,1,0,0,0,0,1,OH,Ohio,Shelby
39151,1,0,4,6,0,2,0,2,OH,Ohio,Stark
39153,2,8,4,7,7,3,2,5,OH,Ohio,Summit
39155,1,3,0,2,1,1,2,0,OH,Ohio,Trumbull
39157,0,0,0,0,0,1,1,0,OH,Ohio,Tuscarawas
39159,0,0,0,0,0,0,0,0,OH,Ohio,Union
39161,0,0,1,0,0,1,0,0,OH,Ohio,Van Wert
39163,0,0,0,0,0,0,0,0,OH,Ohio,Vinton
39165,1,1,1,0,1,1,1,3,OH,Ohio,Warren
39167,0,1,0,0,0,0,0,0,OH,Ohio,Washington
39169,0,0,0,0,1,0,0,1,OH,Ohio,Wayne
39171,0,0,1,0,0,0,0,0,OH,Ohio,Williams
39173,0,0,0,0,1,0,0,0,OH,Ohio,Wood
39175,0,0,0,0,0,0,0,0,OH,Ohio,Wyandot
40001,0,1,0,1,0,0,0,0,OK,Oklahoma,Adair
40003,0,0,0,0,0,0,0,0,OK,Oklahoma,Alfalfa
40005,0,0,0,1,0,0,0,0,OK,Oklahoma,Atoka
40007,0,0,0,0,0,0,0,0,OK,Oklahoma,Beaver
40009,1,1,0,0,1,0,0,0,OK,Oklahoma,Beckham
40011,0,0,0,1,0,0,0,0,OK,Oklahoma,Blaine
40013,1,1,0,2,0,0,0,2,OK,Oklahoma,Bryan
40015,1,0,0,1,1,0,0,3,OK,Oklahoma,Caddo
40017,0,0,0,1,0,1,4,0,OK,Oklahoma,Canadian
40019,2,2,0,0,1,0,0,0,OK,Oklahoma,Carter
40021,2,2,1,0,3,2,2,1,OK,Oklahoma,Cherokee
40023,1,0,1,0,1,1,0,0,OK,Oklahoma,Choctaw
40025,0,0,0,0,0,0,0,0,OK,Oklahoma,Cimarron
40027,6,2,1,4,6,0,1,3,OK,Oklahoma,Cleveland
40029,0,1,1,0,0,0,0,0,OK,Oklahoma,Coal
40031,2,2,1,0,3,4,1,5,OK,Oklahoma,Comanche
40033,0,0,0,0,0,0,0,0,OK,Oklahoma,Cotton
40035,0,0,0,0,0,0,1,0,OK,Oklahoma,Craig
40037,0,2,1,1,2,0,4,0,OK,Oklahoma,Creek
40039,0,0,1,2,0,0,0,0,OK,Oklahoma,Custer
40041,0,0,0,0,3,1,3,0,OK,Oklahoma,Delaware
40043,0,0,0,0,0,0,0,1,OK,Oklahoma,Dewey
40045,0,0,0,1,0,0,0,0,OK,Oklahoma,Ellis
40047,0,0,1,2,1,0,1,0,OK,Oklahoma,Garfield
40049,0,0,0,0,0,0,0,0,OK,Oklahoma,Garvin
40051,0,1,2,1,2,1,0,2,OK,Oklahoma,Grady
40053,0,1,0,0,0,0,0,0,OK,Oklahoma,Grant
40055,0,0,0,0,0,0,0,0,OK,Oklahoma,Greer
40057,0,0,0,2,0,0,0,0,OK,Oklahoma,Harmon
40059,0,0,0,0,0,0,0,0,OK,Oklahoma,Harper
40061,0,0,1,0,0,0,0,0,OK,Oklahoma,Haskell
40063,0,1,1,0,1,0,0,0,OK,Oklahoma,Hughes
40065,1,1,0,0,0,0,0,0,OK,Oklahoma,Jackson
40067,0,0,0,0,0,0,0,0,OK,Oklahoma,Jefferson
40069,0,0,0,3,1,0,1,0,OK,Oklahoma,Johnston
40071,0,0,3,0,2,1,0,0,OK,Oklahoma,Kay
40073,0,1,0,0,1,0,0,0,OK,Oklahoma,Kingfisher
40075,0,0,0,0,0,0,0,0,OK,Oklahoma,Kiowa
40077,0,0,0,0,0,0,0,0,OK,Oklahoma,Latimer
40079,1,2,1,0,1,1,2,1,OK,Oklahoma,Le Flore
40081,0,0,1,0,0,1,0,0,OK,Oklahoma,Lincoln
40083,0,1,0,1,2,0,0,0,OK,Oklahoma,Logan
40085,0,1,0,1,0,0,0,0,OK,Oklahoma,Love
40087,1,0,1,2,0,1,0,0,OK,Oklahoma,McClain
40089,0,1,1,3,0,0,0,2,OK,Oklahoma,McCurtain
40091,1,0,1,0,0,0,0,0,OK,Oklahoma,McIntosh
40093,0,0,0,1,0,0,0,0,OK,Oklahoma,Major
40095,0,0,0,0,0,0,0,1,OK,Oklahoma,Marshall
40097,1,2,1,0,0,0,0,0,OK,Oklahoma,Mayes
40099,0,1,0,0,0,0,0,1,OK,Oklahoma,Murray
40101,0,2,1,1,1,4,3,6,OK,Oklahoma,Muskogee
40103,0,1,0,0,1,0,0,0,OK,Oklahoma,Noble
40105,1,0,0,0,0,0,0,0,OK,Oklahoma,Nowata
40107,0,0,1,0,0,0,0,0,OK,Oklahoma,Okfuskee
40109,14,19,10,14,13,19,19,19,OK,Oklahoma,Oklahoma
40111,3,1,1,2,2,1,0,0,OK,Oklahoma,Okmulgee
40113,0,1,0,2,1,0,1,0,OK,Oklahoma,Osage
40115,0,1,1,1,0,1,0,0,OK,Oklahoma,Ottawa
40117,0,0,0,0,0,1,1,0,OK,Oklahoma,Pawnee
40119,0,2,0,0,2,2,0,0,OK,Oklahoma,Payne
40121,0,2,0,2,0,2,1,0,OK,Oklahoma,Pittsburg
40123,1,1,2,0,0,4,5,0,OK,Oklahoma,Pontotoc
40125,0,1,0,1,3,0,0,1,OK,Oklahoma,Pottawatomie
40127,0,0,1,0,0,0,0,2,OK,Oklahoma,Pushmataha
40129,0,0,0,0,0,0,0,0,OK,Oklahoma,Roger Mills
40131,0,0,2,1,2,1,3,0,OK,Oklahoma,Rogers
40133,1,0,1,1,1,0,0,0,OK,Oklahoma,Seminole
40135,0,0,0,4,2,1,1,0,OK,Oklahoma,Sequoyah
40137,0,0,0,0,0,0,1,2,OK,Oklahoma,Stephens
40139,0,0,0,1,0,0,0,0,OK,Oklahoma,Texas
40141,0,0,0,0,0,0,0,1,OK,Oklahoma,Tillman
40143,17,9,13,12,12,15,13,17,OK,Oklahoma,Tulsa
40145,1,0,1,1,3,2,0,1,OK,Oklahoma,Wagoner
40147,1,0,1,1,1,2,1,0,OK,Oklahoma,Washington
40149,1,0,1,0,0,1,0,0,OK,Oklahoma,Washita
40151,0,0,0,0,0,0,0,0,OK,Oklahoma,Woods
40153,0,0,0,2,1,0,0,0,OK,Oklahoma,Woodward
41001,0,0,0,0,0,0,0,0,OR,Oregon,Baker
41003,0,0,0,0,1,0,0,1,OR,Oregon,Benton
41005,2,4,4,2,1,2,6,5,OR,Oregon,Clackamas
41007,0,1,1,0,1,0,1,0,OR,Oregon,Clatsop
41009,1,1,0,0,0,2,0,0,OR,Oregon,Columbia
41011,0,0,0,0,2,0,0,3,OR,Oregon,Coos
41013,0,0,0,0,0,0,1,0,OR,Oregon,Crook
41015,0,0,0,1,0,0,0,0,OR,Oregon,Curry
41017,2,0,2,0,3,2,2,0,OR,Oregon,Deschutes
41019,2,0,1,0,0,1,0,2,OR,Oregon,Douglas
41021,0,0,0,0,0,0,0,0,OR,Oregon,Gilliam
41023,0,0,0,0,0,0,0,0,OR,Oregon,Grant
41025,0,0,1,0,0,0,0,0,OR,Oregon,Harney
41027,0,0,0,0,1,0,0,1,OR,Oregon,Hood River
41029,2,2,2,0,5,2,1,5,OR,Oregon,Jackson
41031,0,0,0,2,0,0,1,1,OR,Oregon,Jefferson
41033,1,2,1,2,1,1,4,1,OR,Oregon,Josephine
41035,1,1,0,2,2,1,2,0,OR,Oregon,Klamath
41037,1,0,0,0,0,0,1,1,OR,Oregon,Lake
41039,0,2,1,6,4,7,7,4,OR,Oregon,Lane
41041,1,1,0,0,0,0,2,1,OR,Oregon,Lincoln
41043,0,1,0,0,0,1,0,1,OR,Oregon,Linn
41045,1,0,0,2,1,1,0,2,OR,Oregon,Malheur
41047,2,4,4,3,5,1,8,4,OR,Oregon,Marion
41049,0,0,0,1,0,0,0,0,OR,Oregon,Morrow
41051,5,5,6,7,12,8,8,14,OR,Oregon,Multnomah
41053,0,0,2,1,0,1,0,2,OR,Oregon,Polk
41055,0,0,0,0,0,0,0,0,OR,Oregon,Sherman
41057,0,0,0,0,0,1,0,0,OR,Oregon,Tillamook
41059,1,0,1,1,0,0,1,0,OR,Oregon,Umatilla
41061,0,0,0,0,0,0,0,0,OR,Oregon,Union
41063,0,0,0,0,0,0,0,0,OR,Oregon,Wallowa
41065,0,0,0,0,0,1,0,0,OR,Oregon,Wasco
41067,1,3,4,4,4,5,5,2,OR,Oregon,Washington
41069,0,0,0,0,0,0,0,0,OR,Oregon,Wheeler
41071,1,1,1,0,1,0,0,0,OR,Oregon,Yamhill
42001,0,1,0,0,0,1,0,1,PA,Pennsylvania,Adams
42003,7,12,10,6,13,9,7,8,PA,Pennsylvania,Allegheny
42005,0,0,0,0,1,0,0,0,PA,Pennsylvania,Armstrong
42007,0,1,2,0,0,1,1,0,PA,Pennsylvania,Beaver
42009,0,0,0,0,0,0,2,1,PA,Pennsylvania,Bedford
42011,0,3,2,3,1,3,1,4,PA,Pennsylvania,Berks
42013,0,0,0,0,0,1,1,2,PA,Pennsylvania,Blair
42015,0,1,0,0,0,0,0,0,PA,Pennsylvania,Bradford
42017,0,1,0,2,3,2,2,2,PA,Pennsylvania,Bucks
42019,1,1,0,2,2,0,1,1,PA,Pennsylvania,Butler
42021,0,0,1,2,1,0,0,0,PA,Pennsylvania,Cambria
42023,0,0,0,0,0,0,0,0,PA,Pennsylvania,Cameron
42025,1,0,0,0,1,0,1,0,PA,Pennsylvania,Carbon
42027,0,0,0,0,0,1,0,1,PA,Pennsylvania,Centre
42029,0,1,1,0,2,0,0,1,PA,Pennsylvania,Chester
42031,0,0,1,0,0,0,0,0,PA,Pennsylvania,Clarion
42033,0,0,0,0,0,0,1,0,PA,Pennsylvania,Clearfield
42035,0,0,0,0,0,0,0,1,PA,Pennsylvania,Clinton
42037,1,1,1,0,0,1,0,0,PA,Pennsylvania,Columbia
42039,0,0,0,1,0,3,0,1,PA,Pennsylvania,Crawford
42041,1,0,0,2,0,0,0,0,PA,Pennsylvania,Cumberland
42043,3,1,1,2,3,1,2,3,PA,Pennsylvania,Dauphin
42045,5,7,4,3,4,4,1,3,PA,Pennsylvania,Delaware
42047,0,0,0,0,0,0,0,0,PA,Pennsylvania,Elk
42049,1,3,0,3,3,1,1,1,PA,Pennsylvania,Erie
42051,1,4,1,2,2,0,1,1,PA,Pennsylvania,Fayette
42053,0,0,0,0,0,0,0,0,PA,Pennsylvania,Forest
42055,1,2,2,0,0,0,0,0,PA,Pennsylvania,Franklin
42057,0,0,1,0,0,0,0,0,PA,Pennsylvania,Fulton
42059,0,0,0,1,0,0,0,1,PA,Pennsylvania,Greene
42061,0,0,1,0,0,0,0,0,PA,Pennsylvania,Huntingdon
42063,1,1,0,0,0,0,0,0,PA,Pennsylvania,Indiana
42065,0,0,0,0,0,0,0,1,PA,Pennsylvania,Jefferson
42067,0,1,0,0,0,0,0,0,PA,Pennsylvania,Juniata
42069,1,0,1,2,0,0,0,0,PA,Pennsylvania,Lackawanna
42071,1,4,2,4,4,2,5,3,PA,Pennsylvania,Lancaster
42073,0,1,1,1,2,0,0,4,PA,Pennsylvania,Lawrence
42075,0,1,0,1,1,0,1,1,PA,Pennsylvania,Lebanon
42077,1,1,1,4,3,3,2,3,PA,Pennsylvania,Lehigh
42079,0,3,0,2,1,2,5,1,PA,Pennsylvania,Luzerne
42081,0,0,0,1,2,0,0,2,PA,Pennsylvania,Lycoming
42083,0,0,0,0,1,0,0,0,PA,Pennsylvania,McKean
42085,0,0,0,1,1,1,0,0,PA,Pennsylvania,Mercer
42087,0,0,0,1,0,0,0,0,PA,Pennsylvania,Mifflin
42089,0,2,0,1,1,3,5,2,PA,Pennsylvania,Monroe
42091,3,2,1,3,3,1,1,3,PA,Pennsylvania,Montgomery
42093,0,0,0,0,0,0,0,0,PA,Pennsylvania,Montour
42095,1,1,1,2,1,0,0,2,PA,Pennsylvania,Northampton
42097,1,0,0,1,1,0,1,1,PA,Pennsylvania,Northumberland
42099,1,0,1,0,0,0,0,0,PA,Pennsylvania,Perry
42101,22,19,22,16,16,17,27,16,PA,Pennsylvania,Philadelphia
42103,0,0,0,0,0,1,0,0,PA,Pennsylvania,Pike
42105,0,0,0,0,0,0,0,0,PA,Pennsylvania,Potter
42107,2,1,0,1,0,1,2,1,PA,Pennsylvania,Schuylkill
42109,0,1,0,0,0,0,0,0,PA,Pennsylvania,Snyder
42111,0,1,0,1,0,0,0,0,PA,Pennsylvania,Somerset
42113,0,0,0,0,0,0,1,0,PA,Pennsylvania,Sullivan
42115,0,0,0,0,1,0,1,0,PA,Pennsylvania,Susquehanna
42117,0,0,0,0,0,1,1,1,PA,Pennsylvania,Tioga
42119,0,0,0,0,0,0,0,0,PA,Pennsylvania,Union
42121,0,0,0,1,0,0,0,0,PA,Pennsylvania,Venango
42123,0,0,0,1,0,0,0,0,PA,Pennsylvania,Warren
42125,0,1,1,1,1,1,0,0,PA,Pennsylvania,Washington
42127,0,2,0,0,1,0,0,0,PA,Pennsylvania,Wayne
42129,2,1,3,1,3,1,1,0,PA,Pennsylvania,Westmoreland
42131,0,0,0,0,0,0,0,0,PA,Pennsylvania,Wyoming
42133,5,7,5,3,7,3,1,1,PA,Pennsylvania,York
44001,0,0,0,0,0,0,0,2,RI,Rhode Island,Bristol
44003,0,0,0,0,0,1,0,2,RI,Rhode Island,Kent
44005,0,0,1,0,1,0,0,0,RI,Rhode Island,Newport
44007,4,1,2,4,7,2,2,1,RI,Rhode Island,Providence
44009,0,0,0,0,0,0,1,0,RI,Rhode Island,Washington
45001,0,0,0,0,0,0,1,1,SC,South Carolina,Abbeville
45003,2,1,2,3,1,1,2,4,SC,South Carolina,Aiken
45005,0,0,1,1,0,0,0,0,SC,South Carolina,Allendale
45007,4,2,5,3,4,4,6,5,SC,South Carolina,Anderson
45009,0,0,0,0,0,0,0,0,SC,South Carolina,Bamberg
45011,0,0,0,0,0,0,1,2,SC,South Carolina,Barnwell
45013,0,2,2,2,0,3,2,0,SC,South Carolina,Beaufort
45015,1,2,2,0,3,1,4,1,SC,South Carolina,Berkeley
45017,0,0,0,0,0,0,0,1,SC,South Carolina,Calhoun
45019,4,7,3,5,5,4,3,5,SC,South Carolina,Charleston
45021,1,2,0,0,1,0,0,2,SC,South Carolina,Cherokee
45023,0,0,0,0,1,1,0,0,SC,South Carolina,Chester
45025,1,1,1,0,0,0,0,0,SC,South Carolina,Chesterfield
45027,0,0,0,0,0,0,0,0,SC,South Carolina,Clarendon
45029,0,1,0,0,0,1,0,0,SC,South Carolina,Colleton
45031,3,1,0,1,2,2,1,0,SC,South Carolina,Darlington
45033,0,0,1,1,0,0,0,0,SC,South Carolina,Dillon
45035,1,1,0,2,2,1,1,2,SC,South Carolina,Dorchester
45037,0,0,0,0,1,1,0,0,SC,South Carolina,Edgefield
45039,0,0,0,0,0,0,0,0,SC,South Carolina,Fairfield
45041,3,1,1,0,5,1,3,3,SC,South Carolina,Florence
45043,1,0,0,0,0,1,0,0,SC,South Carolina,Georgetown
45045,6,7,5,5,4,8,4,7,SC,South Carolina,Greenville
45047,0,0,0,0,0,0,1,1,SC,South Carolina,Greenwood
45049,0,1,0,0,0,0,0,0,SC,South Carolina,Hampton
45051,3,4,3,3,0,2,6,3,SC,South Carolina,Horry
45053,0,0,1,2,1,0,0,1,SC,South Carolina,Jasper
45055,1,0,0,0,1,1,0,0,SC,South Carolina,Kershaw
45057,1,1,0,0,0,0,2,4,SC,South Carolina,Lancaster
45059,0,0,0,3,0,2,1,2,SC,South Carolina,Laurens
45061,0,1,0,0,0,0,0,0,SC,South Carolina,Lee
45063,0,4,2,7,8,4,3,2,SC,South Carolina,Lexington
45065,0,0,0,1,0,0,0,0,SC,South Carolina,McCormick
45067,0,0,0,1,0,1,0,3,SC,South Carolina,Marion
45069,0,0,0,0,0,0,0,1,SC,South Carolina,Marlboro
45071,0,0,0,2,0,0,1,2,SC,South Carolina,Newberry
45073,0,1,0,1,0,1,0,1,SC,South Carolina,Oconee
45075,0,0,2,0,1,1,1,1,SC,South Carolina,Orangeburg
45077,0,0,1,2,1,1,0,3,SC,South Carolina,Pickens
45079,3,1,3,3,2,2,5,2,SC,South Carolina,Richland
45081,0,0,0,0,0,0,0,0,SC,South Carolina,Saluda
45083,1,4,1,3,10,6,3,10,SC,South Carolina,Spartanburg
45085,0,0,1,1,0,0,1,1,SC,South Carolina,Sumter
45087,0,0,0,0,0,2,0,0,SC,South Carolina,Union
45089,1,0,0,0,0,0,0,0,SC,South Carolina,Williamsburg
45091,4,2,2,2,1,6,2,0,SC,South Carolina,York
46003,0,0,0,0,0,1,0,0,SD,South Dakota,Aurora
46005,0,0,0,0,0,0,0,0,SD,South Dakota,Beadle
46007,0,0,0,0,0,0,0,0,SD,South Dakota,Bennett
46009,0,0,0,0,0,0,0,0,SD,South Dakota,Bon Homme
46011,0,0,0,0,0,0,0,0,SD,South Dakota,Brookings
46013,0,0,1,0,0,0,0,0,SD,South Dakota,Brown
46015,0,0,0,0,0,0,0,0,SD,South Dakota,Brule
46017,0,0,0,0,0,0,0,0,SD,South Dakota,Buffalo
46019,0,0,0,0,0,0,0,0,SD,South Dakota,Butte
46021,0,0,0,0,0,0,0,0,SD,South Dakota,Campbell
46023,1,0,0,0,0,0,0,0,SD,South Dakota,Charles Mix
46025,0,0,0,0,0,0,0,0,SD,South Dakota,Clark
46027,0,0,0,0,0,0,0,0,SD,South Dakota,Clay
46029,0,0,0,0,0,0,0,0,SD,South Dakota,Codington
46031,0,0,0,0,0,0,0,0,SD,South Dakota,Corson
46033,0,0,0,0,0,1,2,1,SD,South Dakota,Custer
46035,1,1,0,0,0,0,0,0,SD,South Dakota,Davison
46037,0,0,0,0,0,0,1,0,SD,South Dakota,Day
46039,0,0,0,0,0,0,0,0,SD,South Dakota,Deuel
46041,0,0,0,0,0,0,0,0,SD,South Dakota,Dewey
46043,0,0,0,0,0,0,0,0,SD,South Dakota,Douglas
46045,0,0,0,0,0,0,0,0,SD,South Dakota,Edmunds
46047,0,0,1,0,0,0,0,0,SD,South Dakota,Fall River
46049,0,0,0,0,0,0,0,0,SD,South Dakota,Faulk
46051,0,0,0,0,0,0,0,0,SD,South Dakota,Grant
46053,0,1,0,0,0,0,0,0,SD,South Dakota,Gregory
46055,0,0,0,0,0,0,0,0,SD,South Dakota,Haakon
46057,0,0,1,0,0,0,0,0,SD,South Dakota,Hamlin
46059,0,0,0,0,0,0,0,0,SD,South Dakota,Hand
46061,0,0,0,0,0,0,0,0,SD,South Dakota,Hanson
46063,0,0,0,0,0,0,0,0,SD,South Dakota,Harding
46065,0,0,0,0,0,0,0,0,SD,South Dakota,Hughes
46067,0,0,0,0,0,0,0,0,SD,South Dakota,Hutchinson
46069,0,0,0,0,0,0,0,0,SD,South Dakota,Hyde
46071,0,0,0,0,0,0,0,0,SD,South Dakota,Jackson
46073,0,0,0,0,0,0,0,0,SD,South Dakota,Jerauld
46075,0,0,0,0,0,0,0,0,SD,South Dakota,Jones
46077,0,0,0,0,0,0,0,0,SD,South Dakota,Kingsbury
46079,0,0,0,1,0,0,1,0,SD,South Dakota,Lake
46081,0,1,0,0,0,1,0,0,SD,South Dakota,Lawrence
46083,0,0,0,1,0,0,0,0,SD,South Dakota,Lincoln
46085,0,0,0,1,0,0,0,0,SD,South Dakota,Lyman
46087,0,1,0,0,0,0,0,0,SD,South Dakota,McCook
46089,0,0,0,0,0,0,0,0,SD,South Dakota,McPherson
46091,0,0,0,0,0,0,0,0,SD,South Dakota,Marshall
46093,0,0,0,1,0,0,0,0,SD,South Dakota,Meade
46095,0,0,0,0,0,0,0,0,SD,South Dakota,Mellette
46097,0,0,0,0,0,0,0,0,SD,South Dakota,Miner
46099,0,1,1,1,1,2,1,2,SD,South Dakota,Minnehaha
46101,0,0,0,0,0,0,0,0,SD,South Dakota,Moody
46102,0,0,2,2,0,0,0,1,SD,South Dakota,Oglala Lakota
46103,2,4,2,4,3,2,5,1,SD,South Dakota,Pennington
46105,0,0,0,0,0,0,0,0,SD,South Dakota,Perkins
46107,0,0,0,0,0,0,0,0,SD,South Dakota,Potter
46109,0,0,0,0,0,0,0,0,SD,South Dakota,Roberts
46111,0,0,0,0,0,0,0,0,SD,South Dakota,Sanborn
46115,0,0,0,0,0,0,0,0,SD,South Dakota,Spink
46117,0,0,0,0,0,0,0,0,SD,South Dakota,Stanley
46119,0,0,0,0,0,0,0,0,SD,South Dakota,Sully
46121,0,0,2,0,1,1,0,0,SD,South Dakota,Todd
46123,0,0,0,0,0,0,0,0,SD,South Dakota,Tripp
46125,0,0,0,0,0,0,0,0,SD,South Dakota,Turner
46127,0,1,0,0,1,0,0,0,SD,South Dakota,Union
46129,0,0,0,0,0,0,0,0,SD,South Dakota,Walworth
46135,0,1,0,0,5,0,1,0,SD,South Dakota,Yankton
46137,0,0,0,0,0,0,0,0,SD,South Dakota,Ziebach
47001,1,0,0,1,1,1,1,0,TN,Tennessee,Anderson
47003,0,0,1,0,1,0,1,0,TN,Tennessee,Bedford
47005,0,0,0,0,0,0,0,0,TN,Tennessee,Benton
47007,0,0,0,0,0,0,0,1,TN,Tennessee,Bledsoe
47009,0,1,2,0,2,2,3,2,TN,Tennessee,Blount
47011,1,1,0,1,0,3,0,7,TN,Tennessee,Bradley
47013,0,2,0,0,1,1,0,2,TN,Tennessee,Campbell
47015,0,0,0,0,0,0,1,0,TN,Tennessee,Cannon
47017,0,1,0,0,0,0,0,0,TN,Tennessee,Carroll
47019,0,2,1,1,0,2,1,0,TN,Tennessee,Carter
47021,0,0,0,1,0,3,4,0,TN,Tennessee,Cheatham
47023,0,0,0,0,1,0,0,0,TN,Tennessee,Chester
47025,0,0,0,0,0,1,0,0,TN,Tennessee,Claiborne
47027,0,0,0,0,0,0,0,0,TN,Tennessee,Clay
47029,0,0,0,2,2,0,0,0,TN,Tennessee,Cocke
47031,0,2,0,2,2,0,4,0,TN,Tennessee,Coffee
47033,0,0,1,1,0,1,0,0,TN,Tennessee,Crockett
47035,0,0,0,0,0,0,1,2,TN,Tennessee,Cumberland
47037,3,7,8,6,6,4,6,18,TN,Tennessee,Davidson
47039,0,0,1,0,0,1,0,0,TN,Tennessee,Decatur
47041,0,0,0,0,0,0,1,0,TN,Tennessee,DeKalb
47043,0,2,0,0,3,0,0,0,TN,Tennessee,Dickson
47045,0,1,0,0,0,1,4,0,TN,Tennessee,Dyer
47047,0,1,0,1,1,0,2,0,TN,Tennessee,Fayette
47049,0,0,0,0,0,0,1,0,TN,Tennessee,Fentress
47051,1,0,1,1,1,0,4,0,TN,Tennessee,Franklin
47053,1,3,1,1,1,0,0,0,TN,Tennessee,Gibson
47055,0,0,0,0,1,0,0,0,TN,Tennessee,Giles
47057,1,0,0,0,0,0,0,2,TN,Tennessee,Grainger
47059,1,1,1,0,1,3,2,1,TN,Tennessee,Greene
47061,0,0,0,1,0,0,0,0,TN,Tennessee,Grundy
47063,0,1,0,1,2,2,1,0,TN,Tennessee,Hamblen
47065,2,3,4,9,6,10,7,4,TN,Tennessee,Hamilton
47067,0,0,0,0,0,0,1,0,TN,Tennessee,Hancock
47069,0,0,1,0,0,0,0,2,TN,Tennessee,Hardeman
47071,0,0,1,0,0,0,0,0,TN,Tennessee,Hardin
47073,0,0,0,0,2,1,2,1,TN,Tennessee,Hawkins
47075,0,1,0,0,0,0,0,0,TN,Tennessee,Haywood
47077,0,0,0,2,0,0,0,0,TN,Tennessee,Henderson
47079,0,1,0,0,0,0,0,0,TN,Tennessee,Henry
47081,1,0,1,1,0,0,1,0,TN,Tennessee,Hickman
47083,0,0,0,0,0,0,0,0,TN,Tennessee,Houston
47085,0,1,0,1,0,0,1,2,TN,Tennessee,Humphreys
47087,0,0,0,0,0,1,0,0,TN,Tennessee,Jackson
47089,0,0,1,0,0,0,0,0,TN,Tennessee,Jefferson
47091,0,0,0,0,0,0,0,0,TN,Tennessee,Johnson
47093,9,2,3,4,3,6,7,6,TN,Tennessee,Knox
47095,0,0,0,0,0,0,0,0,TN,Tennessee,Lake
47097,0,0,1,1,0,0,1,1,TN,Tennessee,Lauderdale
47099,0,0,0,1,3,0,0,0,TN,Tennessee,Lawrence
47101,0,1,0,1,0,0,0,0,TN,Tennessee,Lewis
47103,0,0,0,0,0,0,0,2,TN,Tennessee,Lincoln
47105,1,0,2,0,1,0,1,2,TN,Tennessee,Loudon
47107,0,0,0,0,0,2,1,0,TN,Tennessee,McMinn
47109,0,0,0,0,0,1,2,0,TN,Tennessee,McNairy
47111,0,0,0,0,0,0,0,1,TN,Tennessee,Macon
47113,2,0,2,4,1,2,0,1,TN,Tennessee,Madison
47115,1,0,1,0,2,2,1,1,TN,Tennessee,Marion
47117,0,0,0,1,0,0,0,0,TN,Tennessee,Marshall
47119,0,2,2,2,0,0,1,1,TN,Tennessee,Maury
47121,0,0,0,0,1,0,0,0,TN,Tennessee,Meigs
47123,0,0,1,0,0,0,1,0,TN,Tennessee,Monroe
47125,0,0,0,0,3,2,1,3,TN,Tennessee,Montgomery
47127,0,0,0,0,0,0,0,0,TN,Tennessee,Moore
47129,1,1,0,0,0,0,0,1,TN,Tennessee,Morgan
47131,0,0,0,0,0,1,0,0,TN,Tennessee,Obion
47133,0,1,0,1,0,0,0,1,TN,Tennessee,Overton
47135,0,0,0,0,0,0,0,0,TN,Tennessee,Perry
47137,0,0,0,0,0,0,0,0,TN,Tennessee,Pickett
47139,0,0,0,0,0,0,0,0,TN,Tennessee,Polk
